,image_id,strip_id,sensor_id,date,time,cloud_percent,item_type,image_geom,image_coords,image_area,aoi_coverage
92,20220610_153550_54_24a3,5699740,PSB.SD,6/10/2022,15:35:50,0,PSScene,"[[[-79.01394549263145, 34.919519576967275], [-79.06222885518912, 34.73426039755065], [-78.68731649181537, 34.66741248167349], [-78.63816860817461, 34.851926172076986], [-79.01394549263145, 34.919519576967275]]]","[[-79.01394549263145, 34.919519576967275], [-79.06222885518912, 34.73426039755065], [-78.68731649181537, 34.66741248167349], [-78.63816860817461, 34.851926172076986], [-79.01394549263145, 34.919519576967275]]","POLYGON ((-79.01394549263145 34.919519576967275, -79.06222885518912 34.73426039755065, -78.68731649181537 34.66741248167349, -78.63816860817461 34.851926172076986, -79.01394549263145 34.919519576967275))",100
93,20220606_153623_66_2478,5691826,PSB.SD,6/6/2022,15:36:23,0,PSScene,"[[[-78.78579308816009, 34.97797645208079], [-78.83435103465975, 34.79284808363117], [-78.45777782415503, 34.7246613569929], [-78.4079375713668, 34.91039124303981], [-78.78579308816009, 34.97797645208079]]]","[[-78.78579308816009, 34.97797645208079], [-78.83435103465975, 34.79284808363117], [-78.45777782415503, 34.7246613569929], [-78.4079375713668, 34.91039124303981], [-78.78579308816009, 34.97797645208079]]","POLYGON ((-78.78579308816009 34.97797645208079, -78.83435103465975 34.79284808363117, -78.45777782415503 34.7246613569929, -78.4079375713668 34.91039124303981, -78.78579308816009 34.97797645208079))",81.69099193
94,20220606_153625_98_2478,5691826,PSB.SD,6/6/2022,15:36:25,0,PSScene,"[[[-78.82377926698193, 34.833408550781314], [-78.87219877619152, 34.6482835331126], [-78.49629125659602, 34.58010786815784], [-78.44652974210756, 34.765891597472795], [-78.82377926698193, 34.833408550781314]]]","[[-78.82377926698193, 34.833408550781314], [-78.87219877619152, 34.6482835331126], [-78.49629125659602, 34.58010786815784], [-78.44652974210756, 34.765891597472795], [-78.82377926698193, 34.833408550781314]]","POLYGON ((-78.82377926698193 34.833408550781314, -78.87219877619152 34.6482835331126, -78.49629125659602 34.58010786815784, -78.44652974210756 34.765891597472795, -78.82377926698193 34.833408550781314))",37.29748262
95,20220605_154909_74_241c,5688520,PSB.SD,6/5/2022,15:49:09,0,PSScene,"[[[-79.04143546723952, 34.89470010058682], [-79.0896898241493, 34.70601333033663], [-78.70789202274482, 34.63899212638352], [-78.65873262432943, 34.82709483574971], [-79.04143546723952, 34.89470010058682]]]","[[-79.04143546723952, 34.89470010058682], [-79.0896898241493, 34.70601333033663], [-78.70789202274482, 34.63899212638352], [-78.65873262432943, 34.82709483574971], [-79.04143546723952, 34.89470010058682]]","POLYGON ((-79.04143546723952 34.89470010058682, -79.0896898241493 34.70601333033663, -78.70789202274482 34.63899212638352, -78.65873262432943 34.82709483574971, -79.04143546723952 34.89470010058682))",100
96,20220605_154907_44_241c,5688520,PSB.SD,6/5/2022,15:49:07,0,PSScene,"[[[-79.00410859335582, 35.03838241266371], [-79.0524881322427, 34.849712549824595], [-78.67001511120951, 34.78263712636558], [-78.62074391171407, 34.970730436627434], [-79.00410859335582, 35.03838241266371]]]","[[-79.00410859335582, 35.03838241266371], [-79.0524881322427, 34.849712549824595], [-78.67001511120951, 34.78263712636558], [-78.62074391171407, 34.970730436627434], [-79.00410859335582, 35.03838241266371]]","POLYGON ((-79.00410859335582 35.03838241266371, -79.0524881322427 34.849712549824595, -78.67001511120951 34.78263712636558, -78.62074391171407 34.970730436627434, -79.00410859335582 35.03838241266371))",100
0,20230418_150925_03_24c1,6443638,PSB.SD,4/18/2023,15:09:25,0,PSScene,"[[[-79.16825342147958, 34.95239761358554], [-79.21703098687829, 34.76865312610533], [-78.842135152453, 34.699790245732494], [-78.79186926855047, 34.884409172660554], [-79.16825342147958, 34.95239761358554]]]","[[-79.16825342147958, 34.95239761358554], [-79.21703098687829, 34.76865312610533], [-78.842135152453, 34.699790245732494], [-78.79186926855047, 34.884409172660554], [-79.16825342147958, 34.95239761358554]]","POLYGON ((-79.16825342147958 34.95239761358554, -79.21703098687829 34.76865312610533, -78.842135152453 34.699790245732494, -78.79186926855047 34.884409172660554, -79.16825342147958 34.95239761358554))",100
1,20230524_150515_14_24a9,6531024,PSB.SD,5/24/2023,15:05:15,7,PSScene,"[[[-79.04172846555053, 34.99176364857951], [-79.0879421842641, 34.80822813535717], [-78.71506745555294, 34.7445770847582], [-78.66834898380664, 34.9267756760696], [-79.04172846555053, 34.99176364857951]]]","[[-79.04172846555053, 34.99176364857951], [-79.0879421842641, 34.80822813535717], [-78.71506745555294, 34.7445770847582], [-78.66834898380664, 34.9267756760696], [-79.04172846555053, 34.99176364857951]]","POLYGON ((-79.04172846555053 34.99176364857951, -79.0879421842641 34.80822813535717, -78.71506745555294 34.7445770847582, -78.66834898380664 34.9267756760696, -79.04172846555053 34.99176364857951))",100
2,20230523_150954_55_24c3,6528544,PSB.SD,5/23/2023,15:09:54,3,PSScene,"[[[-79.15341667876413, 35.009427275882985], [-79.20178532666523, 34.826871569215875], [-78.82902670144821, 34.7587746581927], [-78.77942390149646, 34.94229797889953], [-79.15341667876413, 35.009427275882985]]]","[[-79.15341667876413, 35.009427275882985], [-79.20178532666523, 34.826871569215875], [-78.82902670144821, 34.7587746581927], [-78.77942390149646, 34.94229797889953], [-79.15341667876413, 35.009427275882985]]","POLYGON ((-79.15341667876413 35.009427275882985, -79.20178532666523 34.826871569215875, -78.82902670144821 34.7587746581927, -78.77942390149646 34.94229797889953, -79.15341667876413 35.009427275882985))",100
3,20230522_145901_59_2442,6526615,PSB.SD,5/22/2023,14:59:01,2,PSScene,"[[[-78.89010858478316, 34.96776109004643], [-78.93327880565556, 34.796418437250175], [-78.58544602724233, 34.73708989038275], [-78.54195622565241, 34.90710867674514], [-78.89010858478316, 34.96776109004643]]]","[[-78.89010858478316, 34.96776109004643], [-78.93327880565556, 34.796418437250175], [-78.58544602724233, 34.73708989038275], [-78.54195622565241, 34.90710867674514], [-78.89010858478316, 34.96776109004643]]","POLYGON ((-78.89010858478316 34.96776109004643, -78.93327880565556 34.796418437250175, -78.58544602724233 34.73708989038275, -78.54195622565241 34.90710867674514, -78.89010858478316 34.96776109004643))",100
4,20230512_150502_22_24b5,6503572,PSB.SD,5/12/2023,15:05:02,0,PSScene,"[[[-78.8490810945864, 34.94961883893461], [-78.89555029207754, 34.76696638675481], [-78.52548984854943, 34.70284546491592], [-78.47834617575839, 34.88412065686901], [-78.8490810945864, 34.94961883893461]]]","[[-78.8490810945864, 34.94961883893461], [-78.89555029207754, 34.76696638675481], [-78.52548984854943, 34.70284546491592], [-78.47834617575839, 34.88412065686901], [-78.8490810945864, 34.94961883893461]]","POLYGON ((-78.8490810945864 34.94961883893461, -78.89555029207754 34.76696638675481, -78.52548984854943 34.70284546491592, -78.47834617575839 34.88412065686901, -78.8490810945864 34.94961883893461))",100
5,20230511_153745_45_2470,6500658,PSB.SD,5/11/2023,15:37:45,2,PSScene,"[[[-78.87798262293373, 34.91383493451047], [-78.92217550995987, 34.73728417345546], [-78.5641868704566, 34.67644295182073], [-78.51941851280341, 34.85143271616322], [-78.87798262293373, 34.91383493451047]]]","[[-78.87798262293373, 34.91383493451047], [-78.92217550995987, 34.73728417345546], [-78.5641868704566, 34.67644295182073], [-78.51941851280341, 34.85143271616322], [-78.87798262293373, 34.91383493451047]]","POLYGON ((-78.87798262293373 34.91383493451047, -78.92217550995987 34.73728417345546, -78.5641868704566 34.67644295182073, -78.51941851280341 34.85143271616322, -78.87798262293373 34.91383493451047))",100
6,20230509_155607_84_2402,6495960,PSB.SD,5/9/2023,15:56:07,0,PSScene,"[[[-78.82530278144186, 34.940480187104065], [-78.86658282057665, 34.778407815157344], [-78.53770476352341, 34.72078700638963], [-78.49559951531064, 34.88296917882142], [-78.82530278144186, 34.940480187104065]]]","[[-78.82530278144186, 34.940480187104065], [-78.86658282057665, 34.778407815157344], [-78.53770476352341, 34.72078700638963], [-78.49559951531064, 34.88296917882142], [-78.82530278144186, 34.940480187104065]]","POLYGON ((-78.82530278144186 34.940480187104065, -78.86658282057665 34.778407815157344, -78.53770476352341 34.72078700638963, -78.49559951531064 34.88296917882142, -78.82530278144186 34.940480187104065))",100
7,20230509_153751_71_247f,6495593,PSB.SD,5/9/2023,15:37:51,3,PSScene,"[[[-78.8056146694014, 34.9662543080055], [-78.85035671399929, 34.79029828372779], [-78.49394028845029, 34.72840110892396], [-78.44843951185432, 34.903449845654066], [-78.8056146694014, 34.9662543080055]]]","[[-78.8056146694014, 34.9662543080055], [-78.85035671399929, 34.79029828372779], [-78.49394028845029, 34.72840110892396], [-78.44843951185432, 34.903449845654066], [-78.8056146694014, 34.9662543080055]]","POLYGON ((-78.8056146694014 34.9662543080055, -78.85035671399929 34.79029828372779, -78.49394028845029 34.72840110892396, -78.44843951185432 34.903449845654066, -78.8056146694014 34.9662543080055))",100
8,20230507_155903_08_2405,6490026,PSB.SD,5/7/2023,15:59:03,8,PSScene,"[[[-78.97801856394452, 34.98009761259557], [-79.01973269437099, 34.818449170598356], [-78.69046590472499, 34.75983483711371], [-78.64757816682607, 34.921990895033524], [-78.97801856394452, 34.98009761259557]]]","[[-78.97801856394452, 34.98009761259557], [-79.01973269437099, 34.818449170598356], [-78.69046590472499, 34.75983483711371], [-78.64757816682607, 34.921990895033524], [-78.97801856394452, 34.98009761259557]]","POLYGON ((-78.97801856394452 34.98009761259557, -79.01973269437099 34.818449170598356, -78.69046590472499 34.75983483711371, -78.64757816682607 34.921990895033524, -78.97801856394452 34.98009761259557))",100
9,20230506_153852_45_2495,6488365,PSB.SD,5/6/2023,15:38:52,18,PSScene,"[[[-78.82023199994761, 34.93795268936302], [-78.86452478807313, 34.76229034328274], [-78.50876165471142, 34.701095718506835], [-78.46391743089258, 34.875934645626124], [-78.82023199994761, 34.93795268936302]]]","[[-78.82023199994761, 34.93795268936302], [-78.86452478807313, 34.76229034328274], [-78.50876165471142, 34.701095718506835], [-78.46391743089258, 34.875934645626124], [-78.82023199994761, 34.93795268936302]]","POLYGON ((-78.82023199994761 34.93795268936302, -78.86452478807313 34.76229034328274, -78.50876165471142 34.701095718506835, -78.46391743089258 34.875934645626124, -78.82023199994761 34.93795268936302))",100
10,20230505_150753_36_24b4,6485156,PSB.SD,5/5/2023,15:07:53,0,PSScene,"[[[-79.02058569325983, 35.02455647081664], [-79.06792552140728, 34.84312309871462], [-78.69938749596214, 34.77705079696573], [-78.65097018672172, 34.95863038763653], [-79.02058569325983, 35.02455647081664]]]","[[-79.02058569325983, 35.02455647081664], [-79.06792552140728, 34.84312309871462], [-78.69938749596214, 34.77705079696573], [-78.65097018672172, 34.95863038763653], [-79.02058569325983, 35.02455647081664]]","POLYGON ((-79.02058569325983 35.02455647081664, -79.06792552140728 34.84312309871462, -78.69938749596214 34.77705079696573, -78.65097018672172 34.95863038763653, -79.02058569325983 35.02455647081664))",100
11,20230505_150755_65_24b4,6485156,PSB.SD,5/5/2023,15:07:55,0,PSScene,"[[[-79.05874690738315, 34.88088621365887], [-79.10590096504407, 34.69944668512875], [-78.73802463690082, 34.63348292876318], [-78.68972152265226, 34.81506969685782], [-79.05874690738315, 34.88088621365887]]]","[[-79.05874690738315, 34.88088621365887], [-79.10590096504407, 34.69944668512875], [-78.73802463690082, 34.63348292876318], [-78.68972152265226, 34.81506969685782], [-79.05874690738315, 34.88088621365887]]","POLYGON ((-79.05874690738315 34.88088621365887, -79.10590096504407 34.69944668512875, -78.73802463690082 34.63348292876318, -78.68972152265226 34.81506969685782, -79.05874690738315 34.88088621365887))",100
12,20230214_150548_07_24b5,6288257,PSB.SD,2/14/2023,15:05:48,0,PSScene,"[[[-79.1757196971746, 34.96489763011738], [-79.22400904079974, 34.77560540985282], [-78.84028253897561, 34.70908823031875], [-78.79132887804306, 34.89684901075583], [-79.1757196971746, 34.96489763011738]]]","[[-79.1757196971746, 34.96489763011738], [-79.22400904079974, 34.77560540985282], [-78.84028253897561, 34.70908823031875], [-78.79132887804306, 34.89684901075583], [-79.1757196971746, 34.96489763011738]]","POLYGON ((-79.1757196971746 34.96489763011738, -79.22400904079974 34.77560540985282, -78.84028253897561 34.70908823031875, -78.79132887804306 34.89684901075583, -79.1757196971746 34.96489763011738))",100
13,20230504_145825_72_2420,6483356,PSB.SD,5/4/2023,14:58:25,0,PSScene,"[[[-79.12173657208415, 34.99711095837047], [-79.16516629204288, 34.82344860607697], [-78.81233658084193, 34.7634702063276], [-78.76827097291688, 34.93589258300652], [-79.12173657208415, 34.99711095837047]]]","[[-79.12173657208415, 34.99711095837047], [-79.16516629204288, 34.82344860607697], [-78.81233658084193, 34.7634702063276], [-78.76827097291688, 34.93589258300652], [-79.12173657208415, 34.99711095837047]]","POLYGON ((-79.12173657208415 34.99711095837047, -79.16516629204288 34.82344860607697, -78.81233658084193 34.7634702063276, -78.76827097291688 34.93589258300652, -79.12173657208415 34.99711095837047))",100
14,20230503_150443_51_24a8,6480197,PSB.SD,5/3/2023,15:04:43,4,PSScene,"[[[-78.84149370275333, 34.8839582435315], [-78.88773354548076, 34.701120633441285], [-78.51716844360347, 34.63735751847634], [-78.47021847058328, 34.81858732623284], [-78.84149370275333, 34.8839582435315]]]","[[-78.84149370275333, 34.8839582435315], [-78.88773354548076, 34.701120633441285], [-78.51716844360347, 34.63735751847634], [-78.47021847058328, 34.81858732623284], [-78.84149370275333, 34.8839582435315]]","POLYGON ((-78.84149370275333 34.8839582435315, -78.88773354548076 34.701120633441285, -78.51716844360347 34.63735751847634, -78.47021847058328 34.81858732623284, -78.84149370275333 34.8839582435315))",100
15,20230502_150604_00_24be,6477676,PSB.SD,5/2/2023,15:06:04,0,PSScene,"[[[-78.86348998471773, 34.89209939122161], [-78.90966187094416, 34.711303193845325], [-78.54386793929702, 34.64709441802677], [-78.49671609027688, 34.82731670263633], [-78.86348998471773, 34.89209939122161]]]","[[-78.86348998471773, 34.89209939122161], [-78.90966187094416, 34.711303193845325], [-78.54386793929702, 34.64709441802677], [-78.49671609027688, 34.82731670263633], [-78.86348998471773, 34.89209939122161]]","POLYGON ((-78.86348998471773 34.89209939122161, -78.90966187094416 34.711303193845325, -78.54386793929702 34.64709441802677, -78.49671609027688 34.82731670263633, -78.86348998471773 34.89209939122161))",100
16,20230120_150455_27_24ce,6226512,PSB.SD,1/20/2023,15:04:55,1,PSScene,"[[[-78.83061685855006, 35.02793440845149], [-78.87872528635089, 34.838962597541226], [-78.49515741612234, 34.77244371757269], [-78.44631897686588, 34.96037534116557], [-78.83061685855006, 35.02793440845149]]]","[[-78.83061685855006, 35.02793440845149], [-78.87872528635089, 34.838962597541226], [-78.49515741612234, 34.77244371757269], [-78.44631897686588, 34.96037534116557], [-78.83061685855006, 35.02793440845149]]","POLYGON ((-78.83061685855006 35.02793440845149, -78.87872528635089 34.838962597541226, -78.49515741612234 34.77244371757269, -78.44631897686588 34.96037534116557, -78.83061685855006 35.02793440845149))",100
17,20230120_150457_70_24ce,6226512,PSB.SD,1/20/2023,15:04:57,0,PSScene,"[[[-78.86935161932888, 34.87593298651687], [-78.91735142320623, 34.68694219421651], [-78.5345321009022, 34.62052571244558], [-78.48570937959758, 34.808496180970586], [-78.86935161932888, 34.87593298651687]]]","[[-78.86935161932888, 34.87593298651687], [-78.91735142320623, 34.68694219421651], [-78.5345321009022, 34.62052571244558], [-78.48570937959758, 34.808496180970586], [-78.86935161932888, 34.87593298651687]]","POLYGON ((-78.86935161932888 34.87593298651687, -78.91735142320623 34.68694219421651, -78.5345321009022 34.62052571244558, -78.48570937959758 34.808496180970586, -78.86935161932888 34.87593298651687))",100
18,20230501_155539_20_2402,6474816,PSB.SD,5/1/2023,15:55:39,5,PSScene,"[[[-78.8995927172472, 34.948082205958], [-78.94101959399711, 34.7855867944195], [-78.61146281125906, 34.72790387587672], [-78.56926859683261, 34.890369617429094], [-78.8995927172472, 34.948082205958]]]","[[-78.8995927172472, 34.948082205958], [-78.94101959399711, 34.7855867944195], [-78.61146281125906, 34.72790387587672], [-78.56926859683261, 34.890369617429094], [-78.8995927172472, 34.948082205958]]","POLYGON ((-78.8995927172472 34.948082205958, -78.94101959399711 34.7855867944195, -78.61146281125906 34.72790387587672, -78.56926859683261 34.890369617429094, -78.8995927172472 34.948082205958))",100
19,20230218_150807_05_24cc,6297300,PSB.SD,2/18/2023,15:08:07,0,PSScene,"[[[-78.82815650157073, 34.91168156426854], [-78.87819350886106, 34.72424439721891], [-78.49635820424581, 34.65379718848709], [-78.44503225993401, 34.842091827632224], [-78.82815650157073, 34.91168156426854]]]","[[-78.82815650157073, 34.91168156426854], [-78.87819350886106, 34.72424439721891], [-78.49635820424581, 34.65379718848709], [-78.44503225993401, 34.842091827632224], [-78.82815650157073, 34.91168156426854]]","POLYGON ((-78.82815650157073 34.91168156426854, -78.87819350886106 34.72424439721891, -78.49635820424581 34.65379718848709, -78.44503225993401 34.842091827632224, -78.82815650157073 34.91168156426854))",100
20,20230429_150150_69_245c,6471233,PSB.SD,4/29/2023,15:01:50,19,PSScene,"[[[-78.81755662676849, 34.89193445926115], [-78.86186122717463, 34.7179116273769], [-78.50960850081216, 34.65628062792854], [-78.46444789322607, 34.82983738360298], [-78.81755662676849, 34.89193445926115]]]","[[-78.81755662676849, 34.89193445926115], [-78.86186122717463, 34.7179116273769], [-78.50960850081216, 34.65628062792854], [-78.46444789322607, 34.82983738360298], [-78.81755662676849, 34.89193445926115]]","POLYGON ((-78.81755662676849 34.89193445926115, -78.86186122717463 34.7179116273769, -78.50960850081216 34.65628062792854, -78.46444789322607 34.82983738360298, -78.81755662676849 34.89193445926115))",100
21,20230429_150811_72_24b4,6470059,PSB.SD,4/29/2023,15:08:11,5,PSScene,"[[[-79.07487061303213, 34.969779137856314], [-79.12245067723698, 34.78786134447909], [-78.75296057707928, 34.721298994344686], [-78.70424919297305, 34.903473981697104], [-79.07487061303213, 34.969779137856314]]]","[[-79.07487061303213, 34.969779137856314], [-79.12245067723698, 34.78786134447909], [-78.75296057707928, 34.721298994344686], [-78.70424919297305, 34.903473981697104], [-79.07487061303213, 34.969779137856314]]","POLYGON ((-79.07487061303213 34.969779137856314, -79.12245067723698 34.78786134447909, -78.75296057707928 34.721298994344686, -78.70424919297305 34.903473981697104, -79.07487061303213 34.969779137856314))",100
22,20230426_150747_09_24d0,6462557,PSB.SD,4/26/2023,15:07:47,22,PSScene,"[[[-78.9416571894771, 34.97964932761406], [-78.9900193952796, 34.79741065685222], [-78.62025927941319, 34.729901889769394], [-78.57076135411155, 34.91215098672393], [-78.9416571894771, 34.97964932761406]]]","[[-78.9416571894771, 34.97964932761406], [-78.9900193952796, 34.79741065685222], [-78.62025927941319, 34.729901889769394], [-78.57076135411155, 34.91215098672393], [-78.9416571894771, 34.97964932761406]]","POLYGON ((-78.9416571894771 34.97964932761406, -78.9900193952796 34.79741065685222, -78.62025927941319 34.729901889769394, -78.57076135411155 34.91215098672393, -78.9416571894771 34.97964932761406))",100
23,20230128_150829_85_24bb,6245050,PSB.SD,1/28/2023,15:08:29,0,PSScene,"[[[-78.99449493811885, 34.942276538647015], [-79.04378184124019, 34.75567473455882], [-78.6638651966025, 34.68636270100136], [-78.61338076950706, 34.87373888385358], [-78.99449493811885, 34.942276538647015]]]","[[-78.99449493811885, 34.942276538647015], [-79.04378184124019, 34.75567473455882], [-78.6638651966025, 34.68636270100136], [-78.61338076950706, 34.87373888385358], [-78.99449493811885, 34.942276538647015]]","POLYGON ((-78.99449493811885 34.942276538647015, -79.04378184124019 34.75567473455882, -78.6638651966025 34.68636270100136, -78.61338076950706 34.87373888385358, -78.99449493811885 34.942276538647015))",100
24,20230206_150625_61_24b9,6267071,PSB.SD,2/6/2023,15:06:25,0,PSScene,"[[[-79.16705930577967, 35.038773347761826], [-79.21480520995375, 34.8505613350976], [-78.83336117368069, 34.784246420964266], [-78.7843655906413, 34.97148000239648], [-79.16705930577967, 35.038773347761826]]]","[[-79.16705930577967, 35.038773347761826], [-79.21480520995375, 34.8505613350976], [-78.83336117368069, 34.784246420964266], [-78.7843655906413, 34.97148000239648], [-79.16705930577967, 35.038773347761826]]","POLYGON ((-79.16705930577967 35.038773347761826, -79.21480520995375 34.8505613350976, -78.83336117368069 34.784246420964266, -78.7843655906413 34.97148000239648, -79.16705930577967 35.038773347761826))",99.92498095
25,20230301_150906_89_24b2,6323259,PSB.SD,3/1/2023,15:09:06,0,PSScene,"[[[-79.08235298902149, 35.005931621267756], [-79.1327255698063, 34.81661879856778], [-78.7459669378536, 34.745634494192345], [-78.6942215247041, 34.935945340449734], [-79.08235298902149, 35.005931621267756]]]","[[-79.08235298902149, 35.005931621267756], [-79.1327255698063, 34.81661879856778], [-78.7459669378536, 34.745634494192345], [-78.6942215247041, 34.935945340449734], [-79.08235298902149, 35.005931621267756]]","POLYGON ((-79.08235298902149 35.005931621267756, -79.1327255698063 34.81661879856778, -78.7459669378536 34.745634494192345, -78.6942215247041 34.935945340449734, -79.08235298902149 35.005931621267756))",100
26,20230214_150507_57_24b2,6287965,PSB.SD,2/14/2023,15:05:07,0,PSScene,"[[[-79.00829997766914, 34.95316974196489], [-79.05660347780092, 34.7641297196128], [-78.67316161419741, 34.697454323158205], [-78.62430708903666, 34.88526519264984], [-79.00829997766914, 34.95316974196489]]]","[[-79.00829997766914, 34.95316974196489], [-79.05660347780092, 34.7641297196128], [-78.67316161419741, 34.697454323158205], [-78.62430708903666, 34.88526519264984], [-79.00829997766914, 34.95316974196489]]","POLYGON ((-79.00829997766914 34.95316974196489, -79.05660347780092 34.7641297196128, -78.67316161419741 34.697454323158205, -78.62430708903666 34.88526519264984, -79.00829997766914 34.95316974196489))",100
27,20230425_154338_42_2416,6459973,PSB.SD,4/25/2023,15:43:38,3,PSScene,"[[[-79.13259171459627, 34.91023283785281], [-79.17781981098099, 34.73287056537872], [-78.81882457576629, 34.6700976614994], [-78.77280241439703, 34.84703265162402], [-79.13259171459627, 34.91023283785281]]]","[[-79.13259171459627, 34.91023283785281], [-79.17781981098099, 34.73287056537872], [-78.81882457576629, 34.6700976614994], [-78.77280241439703, 34.84703265162402], [-79.13259171459627, 34.91023283785281]]","POLYGON ((-79.13259171459627 34.91023283785281, -79.17781981098099 34.73287056537872, -78.81882457576629 34.6700976614994, -78.77280241439703 34.84703265162402, -79.13259171459627 34.91023283785281))",100
28,20230425_154336_26_2416,6459973,PSB.SD,4/25/2023,15:43:36,0,PSScene,"[[[-79.09764499657402, 35.04652977839333], [-79.14294267108072, 34.86918134045743], [-78.78329996250095, 34.80641260570096], [-78.73723598192167, 34.98332439600718], [-79.09764499657402, 35.04652977839333]]]","[[-79.09764499657402, 35.04652977839333], [-79.14294267108072, 34.86918134045743], [-78.78329996250095, 34.80641260570096], [-78.73723598192167, 34.98332439600718], [-79.09764499657402, 35.04652977839333]]","POLYGON ((-79.09764499657402 35.04652977839333, -79.14294267108072 34.86918134045743, -78.78329996250095 34.80641260570096, -78.73723598192167 34.98332439600718, -79.09764499657402 35.04652977839333))",100
29,20230423_153713_93_2484,6456325,PSB.SD,4/23/2023,15:37:13,0,PSScene,"[[[-79.0719098220141, 34.907986652295996], [-79.11648661336474, 34.732156777631864], [-78.75979573099978, 34.67046363435905], [-78.7145224401736, 34.84503925869149], [-79.0719098220141, 34.907986652295996]]]","[[-79.0719098220141, 34.907986652295996], [-79.11648661336474, 34.732156777631864], [-78.75979573099978, 34.67046363435905], [-78.7145224401736, 34.84503925869149], [-79.0719098220141, 34.907986652295996]]","POLYGON ((-79.0719098220141 34.907986652295996, -79.11648661336474 34.732156777631864, -78.75979573099978 34.67046363435905, -78.7145224401736 34.84503925869149, -79.0719098220141 34.907986652295996))",100
30,20230423_153711_77_2484,6456325,PSB.SD,4/23/2023,15:37:11,0,PSScene,"[[[-79.03739869918708, 35.04447415972966], [-79.08206651576118, 34.86864244600255], [-78.72477518759752, 34.80694925011447], [-78.67941905180616, 34.98153265878872], [-79.03739869918708, 35.04447415972966]]]","[[-79.03739869918708, 35.04447415972966], [-79.08206651576118, 34.86864244600255], [-78.72477518759752, 34.80694925011447], [-78.67941905180616, 34.98153265878872], [-79.03739869918708, 35.04447415972966]]","POLYGON ((-79.03739869918708 35.04447415972966, -79.08206651576118 34.86864244600255, -78.72477518759752 34.80694925011447, -78.67941905180616 34.98153265878872, -79.03739869918708 35.04447415972966))",100
31,20230421_153745_39_2483,6451009,PSB.SD,4/21/2023,15:37:45,0,PSScene,"[[[-79.06435786776527, 34.934469163561246], [-79.10872439274407, 34.75899006777367], [-78.75299434823468, 34.69772604100689], [-78.70817065610693, 34.872428721797036], [-79.06435786776527, 34.934469163561246]]]","[[-79.06435786776527, 34.934469163561246], [-79.10872439274407, 34.75899006777367], [-78.75299434823468, 34.69772604100689], [-78.70817065610693, 34.872428721797036], [-79.06435786776527, 34.934469163561246]]","POLYGON ((-79.06435786776527 34.934469163561246, -79.10872439274407 34.75899006777367, -78.75299434823468 34.69772604100689, -78.70817065610693 34.872428721797036, -79.06435786776527 34.934469163561246))",100
32,20230420_150835_87_24c7,6448264,PSB.SD,4/20/2023,15:08:35,0,PSScene,"[[[-78.91153764487574, 35.037349208872826], [-78.95994144384848, 34.85417259862298], [-78.58643953958334, 34.78635315528504], [-78.53699697601886, 34.97013438430602], [-78.91153764487574, 35.037349208872826]]]","[[-78.91153764487574, 35.037349208872826], [-78.95994144384848, 34.85417259862298], [-78.58643953958334, 34.78635315528504], [-78.53699697601886, 34.97013438430602], [-78.91153764487574, 35.037349208872826]]","POLYGON ((-78.91153764487574 35.037349208872826, -78.95994144384848 34.85417259862298, -78.58643953958334 34.78635315528504, -78.53699697601886 34.97013438430602, -78.91153764487574 35.037349208872826))",100
33,20230420_150838_13_24c7,6448264,PSB.SD,4/20/2023,15:08:38,0,PSScene,"[[[-78.94947058458376, 34.89623234326891], [-78.99769381350336, 34.713018616820676], [-78.6248534616478, 34.64533060356678], [-78.57554395312847, 34.829130560622396], [-78.94947058458376, 34.89623234326891]]]","[[-78.94947058458376, 34.89623234326891], [-78.99769381350336, 34.713018616820676], [-78.6248534616478, 34.64533060356678], [-78.57554395312847, 34.829130560622396], [-78.94947058458376, 34.89623234326891]]","POLYGON ((-78.94947058458376 34.89623234326891, -78.99769381350336 34.713018616820676, -78.6248534616478 34.64533060356678, -78.57554395312847 34.829130560622396, -78.94947058458376 34.89623234326891))",100
34,20230419_145700_96_2447,6446183,PSB.SD,4/19/2023,14:57:00,0,PSScene,"[[[-78.9883899006847, 34.90791397243478], [-79.0325910984074, 34.73122839306407], [-78.67454179897541, 34.67041264765265], [-78.62978663854518, 34.84541416764667], [-78.9883899006847, 34.90791397243478]]]","[[-78.9883899006847, 34.90791397243478], [-79.0325910984074, 34.73122839306407], [-78.67454179897541, 34.67041264765265], [-78.62978663854518, 34.84541416764667], [-78.9883899006847, 34.90791397243478]]","POLYGON ((-78.9883899006847 34.90791397243478, -79.0325910984074 34.73122839306407, -78.67454179897541 34.67041264765265, -78.62978663854518 34.84541416764667, -78.9883899006847 34.90791397243478))",100
35,20230305_150625_36_24c7,6332500,PSB.SD,3/5/2023,15:06:25,0,PSScene,"[[[-78.9855363440072, 34.908779349449226], [-79.03427808732138, 34.718860400832355], [-78.64995105450535, 34.651281883979], [-78.60034147070195, 34.840507921278125], [-78.9855363440072, 34.908779349449226]]]","[[-78.9855363440072, 34.908779349449226], [-79.03427808732138, 34.718860400832355], [-78.64995105450535, 34.651281883979], [-78.60034147070195, 34.840507921278125], [-78.9855363440072, 34.908779349449226]]","POLYGON ((-78.9855363440072 34.908779349449226, -79.03427808732138 34.718860400832355, -78.64995105450535 34.651281883979, -78.60034147070195 34.840507921278125, -78.9855363440072 34.908779349449226))",100
